pos/00017236_075.jpg 1 0 0 100 100
pos/00002360_002.jpg 1 0 0 100 100
pos/00022965_004.jpg 1 0 0 100 100
pos/00013779_000.jpg 1 0 0 100 100
pos/00007444_003.jpg 1 0 0 100 100
pos/00012777_005.jpg 1 0 0 100 100
pos/00016991_002.jpg 1 0 0 100 100
pos/00003064_026.jpg 1 0 0 100 100
pos/00001247_011.jpg 1 0 0 100 100
pos/00006832_001.jpg 1 0 0 100 100
pos/00015628_018.jpg 1 0 0 100 100
pos/00017005_000.jpg 1 0 0 100 100
pos/00021710_002.jpg 1 0 0 100 100
pos/00013615_053.jpg 1 0 0 100 100
pos/00007735_018.jpg 1 0 0 100 100
pos/00015273_000.jpg 1 0 0 100 100
pos/00004344_002.jpg 1 0 0 100 100
pos/00002109_000.jpg 1 0 0 100 100
pos/00013997_000.jpg 1 0 0 100 100
pos/00013611_001.jpg 1 0 0 100 100
pos/00003248_007.jpg 1 0 0 100 100
pos/00005963_025.jpg 1 0 0 100 100
pos/00014414_007.jpg 1 0 0 100 100
pos/00026112_001.jpg 1 0 0 100 100
pos/00021201_037.jpg 1 0 0 100 100
pos/00029889_000.jpg 1 0 0 100 100
pos/00013930_001.jpg 1 0 0 100 100
pos/00012761_007.jpg 1 0 0 100 100
pos/00017714_019.jpg 1 0 0 100 100
pos/00028924_005.jpg 1 0 0 100 100
pos/00021706_004.jpg 1 0 0 100 100
pos/00026908_002.jpg 1 0 0 100 100
pos/00010805_042.jpg 1 0 0 100 100
pos/00012733_000.jpg 1 0 0 100 100
pos/00019169_001.jpg 1 0 0 100 100
pos/00000893_000.jpg 1 0 0 100 100
pos/00006289_005.jpg 1 0 0 100 100
pos/00005069_001.jpg 1 0 0 100 100
pos/00014603_006.jpg 1 0 0 100 100
pos/00022877_014.jpg 1 0 0 100 100
pos/00017641_003.jpg 1 0 0 100 100
pos/00000193_019.jpg 1 0 0 100 100
pos/00005567_025.jpg 1 0 0 100 100
pos/00001946_007.jpg 1 0 0 100 100
pos/00030621_002.jpg 1 0 0 100 100
pos/00003523_011.jpg 1 0 0 100 100
